DATAFLOW,LAST UPDATE,freq,dairyprod,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,LV,2014,804.50,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,LV,2015,807.66,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,LV,2016,814.01,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,LV,2017,813.46,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,LV,2018,780.64,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,LV,2019,785.20,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,LV,2020,790.50,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,LV,2021,812.65,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,ME,2013,25.20,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,ME,2014,25.50,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,ME,2015,25.10,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,ME,2016,24.56,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,ME,2017,25.96,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,ME,2018,28.31,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,ME,2019,27.96,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,ME,2020,28.83,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,MK,2019,115.59,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,MK,2021,132.52,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,MT,2012,,c
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,MT,2013,,c
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,MT,2014,42.77,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,MT,2015,41.57,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,MT,2016,43.13,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,MT,2017,41.02,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,MT,2018,40.41,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,MT,2019,41.51,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,MT,2021,39.54,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,NL,2012,11675.60,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,NL,2013,12212.60,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,NL,2014,12473.00,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,NL,2015,13330.90,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,NL,2016,14324.20,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,NL,2017,14295.90,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,NL,2018,13880.80,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,NL,2019,13801.90,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,NL,2020,13986.60,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,NL,2021,13603.40,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,NO,2013,1574.00,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,NO,2014,1558.00,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,NO,2015,1570.00,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,NO,2016,1572.10,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,NO,2017,1542.80,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,NO,2018,1565.20,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,NO,2019,1526.36,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,NO,2020,1545.06,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,NO,2021,1575.49,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,PL,2012,9843.48,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,PL,2013,9921.26,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,PL,2014,10581.42,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,PL,2015,10869.20,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,PL,2016,11129.96,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,PL,2017,11647.09,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,PL,2018,11945.62,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,PL,2019,12174.96,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,PL,2020,12457.39,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,PL,2021,12515.42,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,PT,2012,1854.69,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,PT,2013,1776.63,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,PT,2014,1863.45,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,PT,2015,1927.98,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,PT,2016,1842.76,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,PT,2017,1850.79,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,PT,2018,1894.21,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,PT,2019,1892.01,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,PT,2020,1919.51,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,PT,2021,1909.09,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,RO,2012,883.71,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,RO,2013,879.07,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,RO,2014,995.38,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,RO,2015,915.95,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,RO,2016,953.41,p
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,RO,2017,1028.33,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,RO,2018,1109.31,p
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,RO,2019,1122.33,p
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,RO,2020,1134.90,p
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,RO,2021,1125.66,p
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,RS,2012,733.04,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,RS,2013,767.62,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,RS,2014,817.78,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,RS,2015,861.97,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,RS,2016,844.66,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,RS,2017,862.07,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,RS,2018,866.97,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,RS,2019,873.95,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,RS,2020,907.65,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,RS,2021,891.80,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,SE,2012,2861.17,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,SE,2013,2867.55,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,SE,2014,2931.25,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,SE,2015,2933.16,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,SE,2016,2861.99,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,SE,2017,2816.65,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,SE,2018,2760.23,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,SE,2019,2704.39,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,SE,2020,2772.74,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,SE,2021,2782.22,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,SI,2012,535.06,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,SI,2013,516.97,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,SI,2014,531.69,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,SI,2015,553.68,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,SI,2016,574.71,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,SI,2017,578.85,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,SI,2018,570.64,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,SI,2019,563.97,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,SI,2020,580.11,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,SI,2021,588.77,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,SK,2012,851.25,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,SK,2013,826.73,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,SK,2014,843.69,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,SK,2015,864.63,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,SK,2016,822.74,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,SK,2017,825.89,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,SK,2018,818.22,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,SK,2019,814.73,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,SK,2020,833.79,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,SK,2021,822.96,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,TR,2012,7932.50,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,TR,2013,7938.40,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,TR,2014,8630.00,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,TR,2015,8936.90,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,TR,2016,9213.50,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,TR,2017,9111.50,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,TR,2018,10028.30,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,TR,2019,9559.90,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,TR,2020,9840.97,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,TR,2021,10069.70,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,UK,2012,13590.60,p
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,UK,2013,13687.40,p
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,UK,2014,14828.80,p
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,UK,2015,15191.30,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,UK,2016,14542.00,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,UK,2017,15144.70,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,UK,2018,15188.10,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),30/11/22 23:00:00,A,D1110D,THS_T,UK,2019,15428.20,
